u/M,Real_h,Imag_h,Redh/M,Imdh/M,Momega,A/M,phi,time,Amplitude,time_sec,phase_raw,phase_unwrapped,Frequency,Phase
353.00209665203823,-0.15319097823341532,0.03618699838213393,0.0009136875889084714,0.00403926257294786,0.07019162783647978,0.1574070349889715,28.506303073936444,0.006730190829980801,0.1574070349889715,-0.0027109902172287982,-2.9096234619614894,28.506303073936444,5347.349568453268,-18.880327360962035
354.20284712108133,-0.14972676382979583,0.04900173665922791,0.0012465837290697,0.003956934898868718,0.07025210730243085,0.1575413406143409,28.590621520291176,0.0067459524010111994,0.15754134061434089,-0.0026952286461983995,-2.8253050156067525,28.59062152029118,5351.957024586271,-18.795972110167373
355.4035975901245,-0.14521284236736942,0.061511381734893185,0.0015684723502818812,0.003849129514254044,0.07030590051268364,0.1577035816693655,28.675013575525767,0.0067617139720416,0.1577035816693655,-0.002679467075167999,-2.7409129603721634,28.675013575525767,5356.055107341846,-18.711552267150264
356.60434805916765,-0.13968854078799164,0.07363616555045414,0.0018774539608826808,0.0037164618995272785,0.07033217878936468,0.15790874992999057,28.759461206325398,0.006777475543072,0.15790874992999057,-0.0026637055041375986,-2.6564653295725376,28.759461206325394,5358.057043125387,-18.627100870480106
357.8050985282108,-0.13319713701772007,0.08529673789186809,0.0021731220741772455,0.003559142690276838,0.0703184625592664,0.15816766674864793,28.84391636886608,0.0067932371141024,0.1581676667486479,-0.002647943933107199,-2.572010167031847,28.843916368866083,5357.012111139251,-18.54266594357967
359.005848997254,-0.12578055951325706,0.09641467876822624,0.0024563900704578207,0.00337770450300616,0.07028094577378724,0.158481984570639,28.92833106012626,0.0068089986851328005,0.158481984570639,-0.0026321823620767985,-2.487595475771669,28.92833106012626,5354.15400152083,-18.458276064977003
360.20659946629706,-0.11747624056679036,0.10691404671110707,0.00272837754024728,0.003172711594596259,0.07025413336400502,0.15884357236555463,29.01269612607142,0.006824760256163199,0.1588435723655546,-0.0026164207910463998,-2.4032304098265094,29.012696126071422,5352.111374325817,-18.373918381387956
361.4073499353402,-0.10831894325567484,0.11672003297364186,0.002989069569579231,0.002943929691866117,0.07026344764477015,0.15923743142048655,29.09704642730436,0.0068405218271936,0.15923743142048652,-0.0026006592200159993,-2.3188801085935733,29.097046427304356,5352.8209563195705,-18.289549513671908
362.6081004043834,-0.098346195321483,0.12575519673905047,0.0032369126374701485,0.002690201421098914,0.07031499021727607,0.1596444287818669,29.18143386150352,0.006856283398224,0.1596444287818669,-0.002584897648985599,-2.234492674394415,29.181433861503518,5356.747580638505,-18.205118756187748
363.80885087342654,-0.0876027023758656,0.13393732206867515,0.003469584136036025,0.002410417657925508,0.070413095729151,0.16004199357194507,29.26590794227268,0.006872044969254401,0.16004199357194504,-0.0025691360779551984,-2.150018593625255,29.265907942272676,5364.22147008602,-18.12057019846419
365.00960134246975,-0.07614085685085215,0.14118186974977395,0.0036848493984506336,0.002104850261239152,0.07058071767998227,0.16040495761672735,29.35053097695064,0.0068878065402848,0.16040495761672735,-0.0025533745069247988,-2.0653955589472943,29.350530976950637,5376.9912717571715,-18.03582036860455
366.2103518115129,-0.06401966622578205,0.14740836374060542,0.0038802526685220865,0.00177594466298291,0.07085127333951238,0.16071012215894548,29.435407601991955,0.0069035681113152,0.16071012215894545,-0.002537612935894399,-1.9805189339059779,29.435407601991955,5397.602785321185,-17.95074566890983
367.411102280556,-0.05130723977231132,0.15254791559286435,0.004051881587665153,0.0014282349277431597,0.07123224643749272,0.16094501981975431,29.52068037634008,0.006919329682345599,0.16094501981975431,-0.0025218513648639996,-1.8952461595578491,29.52068037634008,5426.626137448358,-17.865213515589012
368.6118527495992,-0.03808762406472471,0.15654906727816179,0.00419411821179901,0.0010672751563842024,0.071678886253586,0.16111572726632936,29.60647190863359,0.006935091253376,0.16111572726632933,-0.002506089793833599,-1.8094546272643404,29.60647190863359,5460.652121763676,-17.779145059299527
369.8126032186424,-0.02446488321679728,0.1593784765937233,0.004301667229266689,0.0006976853771088386,0.07211601304633677,0.1612452458590564,29.69281728891905,0.0069508528244064,0.1612452458590564,-0.0024903282228031986,-1.7231092469788787,29.692817288919052,5493.953383447253,-17.692551722808613
371.01335368768554,-0.0105569537974175,0.16101425369165842,0.004372259783500254,0.0003216609209240826,0.07249576002933601,0.16135996766658867,29.77965858161541,0.006966614395436801,0.1613599676665887,-0.002474566651772798,-1.6362679542825165,29.779658581615415,5522.883327491232,-17.60550240494975
372.2141041567286,0.003517579397603751,0.1614371064876374,0.0044070128823906944,-6.0163157623961246e-05,0.07282954896797786,0.1614754244952439,29.866915924636775,0.0069823759664671995,0.16147542449524394,-0.0024588050807423994,-1.5490106112611526,29.86691592463678,5548.312088613049,-17.51805228986625
373.41485462577174,0.01764792864988235,0.16062920948286508,0.0044079524170685695,-0.00044608696716576186,0.07315544740521451,0.1615957682760334,29.95455881178241,0.0069981375374976,0.16159576827603342,-0.002443043509711999,-1.4613677241155187,29.954558811782412,5573.139734322787,-17.430210852081377
374.61560509481495,0.031728474866843,0.15858214989777647,0.004375511036930002,-0.0008321788338218305,0.07348211757667455,0.1617250579952802,30.042598800206527,0.007013899108528,0.16172505799528017,-0.0024272819386815993,-1.3733277356914049,30.042598800206527,5598.026172409998,-17.3419771649349
375.81635556385805,0.04565119928623476,0.15530326494640528,0.0043084069046345885,-0.0012140290930718219,0.07377820054651169,0.16187382771555403,30.131026186075367,0.0070296606795584,0.16187382771555406,-0.002411520367651199,-1.2849003498225642,30.131026186075367,5620.582411519601,-17.253387956023513
377.01710603290127,0.05930227905650476,0.15081236370211673,0.004205147554387394,-0.0015887957876920473,0.07400921890657361,0.1620528597301359,30.219777218029297,0.0070454222505888005,0.1620528597301359,-0.0023957587966207984,-1.1961493178686342,30.219777218029297,5638.181888352614,-17.16452135170793
378.2178565019444,0.0725641436343135,0.1451349719051764,0.004065077598114804,-0.001954584512766664,0.0741638232642898,0.16226433684361338,30.30875939470653,0.007061183821619199,0.16226433684361338,-0.0023799972255903997,-1.107167141191395,30.308759394706534,5649.959981709486,-17.075469106137298
379.4186069709875,0.08531877568443896,0.13830302282041035,0.0038885273012466176,-0.0023082279325380467,0.07424276214422398,0.16250236799983733,30.39788170917055,0.0070769453926496,0.16250236799983733,-0.002364235654559999,-1.0180448267273783,30.39788170917055,5655.973715804983,-16.98632207466956
380.6193574400306,0.09745071836229219,0.13036231313693267,0.0036769055735476662,-0.002644939175813132,0.07424510440839979,0.162760484134628,30.48705345764201,0.00709270696368,0.16276048413462796,-0.0023484740835295987,-0.9288730782559209,30.48705345764201,5656.1521545407595,-16.897172230727016
381.82010790907384,0.10885097135514434,0.12137541209520604,0.0034328077115740067,-0.0029605410730346665,0.07417986537753377,0.163035347781515,30.57618139705564,0.0071084685347104,0.163035347781515,-0.002332712512499199,-0.8397451388422877,30.57618139705564,5651.1821044893,-16.808100722581383
383.02085837811705,0.11942068771636616,0.11141485026951053,0.0031595509628084186,-0.003253227450651773,0.07408045221413817,0.16332351182615226,30.665196473933275,0.0071242301057408,0.16332351182615226,-0.0023169509414687987,-0.7507300619646577,30.665196473933275,5643.608595328755,-16.719148584838333
384.2216088471601,0.1290720975171178,0.10055475641103516,0.00286030579643624,-0.0035226634853508746,0.07399232535357765,0.16361804727581547,30.75408567254175,0.0071399916767712,0.16361804727581544,-0.002301189370438399,-0.6618408633561819,30.75408567254175,5636.894901056541,-16.630302265464433
385.42235931620326,0.13772664481355773,0.08886980396326542,0.0025376371607889756,-0.0037680943585654382,0.07394830704942763,0.16390994706871548,30.842889112681075,0.0071557532478015995,0.1639099470687155,-0.0022854277994079995,-0.5730374232168569,30.842889112681075,5633.541491726297,-16.541508801089883
386.62310978524647,0.14531297534616747,0.07643895251621603,0.002193829330611208,-0.0039880345112071015,0.07396561585939711,0.16419127341528297,30.931672601290845,0.007171514818832,0.16419127341528297,-0.002269666228377599,-0.4842539346070868,30.931672601290845,5634.860114193987,-16.452694553153645
387.8238602542896,0.15176715252946965,0.06334638309153962,0.0018315234298260845,-0.004181206111318235,0.07406115512133107,0.16445678106324288,31.02051760855355,0.0071872763898624,0.16445678106324288,-0.0022539046573471985,-0.3954089273443792,31.02051760855355,5642.138501187204,-16.36376558640383
389.0246107233328,0.1570347252970546,0.04967923340377893,0.001453847247876842,-0.004346595341302797,0.07425007228751311,0.164705589403361,31.10953053479048,0.0072030379608928,0.164705589403361,-0.002238143086316799,-0.30639600110745074,31.10953053479048,5656.530618284247,-16.274609777278112
390.22536119237594,0.16107177491588123,0.03552817290720231,0.0010637980724327095,-0.004482222628461798,0.07452070929023528,0.1649435289566595,31.198829226804985,0.0072187995319232,0.1649435289566595,-0.0022223815152863993,-0.2170973090929471,31.198829226804985,5677.14832874795,-16.185129000644434
391.42611166141904,0.16384303296062375,0.02099300858162403,0.0006635744448460289,-0.00458448372640448,0.07482286931333884,0.1651824623228634,31.288492088057833,0.0072345611029536,0.16518246232286338,-0.002206619944255999,-0.12743444784009908,31.288492088057833,5700.167530880077,-16.095285405221286
392.62686213046226,0.1653186513628959,0.006187477058213227,0.00025472689764692764,-0.0046494131138624046,0.07509621574273642,0.1654344019869889,31.37851641765128,0.007250322673984,0.1654344019869889,-0.0021908583732255993,-0.03741011824665266,31.37851641765128,5720.991651310702,-16.005113588944827
393.8276125995054,0.1654732851055641,-0.008763235347095786,-0.00016078023347676368,-0.004674646875556792,0.07531107054561897,0.16570516702075375,31.46883572061075,0.0072660842450144,0.16570516702075375,-0.002175096802195199,0.05290918471281837,31.46883572061075,5737.359753502766,-15.914683785663033
395.0283630685486,0.16428965786864455,-0.023730262945350668,-0.0005794799580869584,-0.004659889596795643,0.07547370098050947,0.1659946296181047,31.55937602421487,0.007281845816044801,0.1659946296181047,-0.0021593352311647983,0.14344948831693966,31.55937602421487,5749.749290725915,-15.824058703810266
396.2291135375916,0.16176461337380768,-0.03858652876658726,-0.0009963600446111895,-0.004605816278851927,0.07559656959909777,0.16630306774750772,31.650085884316283,0.007297607387075199,0.16630306774750772,-0.0021435736601343996,0.23415934841835204,31.650085884316283,5759.109687041491,-15.7332860874061
397.4298640066348,0.15791295358313312,-0.05320748713000237,-0.0014060089884666668,-0.004513294327499241,0.07567868010733934,0.16663594328967,31.740921257023206,0.0073133689581056,0.16663594328967002,-0.002127812089103999,0.32499472112527394,31.740921257023206,5765.365042620804,-15.642414876770644
398.630614475678,0.1527661558476209,-0.06747161246258282,-0.001804065581271976,-0.004383730241278642,0.07571695427675297,0.16700274506953638,31.831828305587194,0.007329130529136,0.16700274506953638,-0.0021120505180735986,0.41590176968926185,31.831828305587194,5768.280851380434,-15.551497708408313
399.83136494472114,0.1463669338629923,-0.08126336067418606,-0.0021879499086882785,-0.004219306950535648,0.07572224097560337,0.1674127029723743,31.92275559374787,0.0073448921001664,0.16741270297237426,-0.002096288947043199,0.5068290578499366,31.92275559374787,5768.683603499201,-15.460574192039857
401.0321154137643,0.13876327643201572,-0.09447517694601135,-0.00255648464486577,-0.004022080034805825,0.07571371962557934,0.1678713970428797,32.013675338324106,0.0073606536711968,0.1678713970428797,-0.0020805273760127986,0.5977488024261731,32.013675338324106,5768.034428679035,-15.369660907686445
402.23286588280735,0.13000543213585172,-0.1070046728969428,-0.00290890373742538,-0.003792851622541101,0.07570359407269915,0.16837877659197809,32.1045821624547,0.007376415242227199,0.16837877659197809,-0.0020647658049824,0.6886556265567666,32.1045821624547,5767.2630422260845,-15.278759781595397
403.43361635185056,0.12014629251249367,-0.11874942733027388,-0.003244041150168361,-0.0035313332319855013,0.07569682380283765,0.16892767119618293,32.195477590506194,0.0073921768132576,0.16892767119618293,-0.0020490042339519994,0.7795510546082659,32.195477590506194,5766.747268468607,-15.187866784909062
404.63436682089366,0.10924356877477392,-0.12960520558165034,-0.0035599515247401697,-0.003237265799332453,0.0757007458303308,0.1695041788054519,32.28636815582737,0.007407938384288,0.1695041788054519,-0.002033242662921599,0.870441619929439,32.28636815582737,5767.046056980384,-15.096969078846378
405.8351172899369,0.09736260275415624,-0.13946792844600187,-0.003853989361327352,-0.0029108922868757974,0.0757267625276169,0.17009050379160717,32.37727300263157,0.0074236999553184005,0.17009050379160717,-0.0020174810918911984,0.9613464667336347,32.37727300263157,5769.028065081569,-15.006040133222221
407.0358677589801,0.0845780368622785,-0.14823491621765572,-0.004123524179821708,-0.0025526328865018606,0.07579250107295667,0.17066644282205085,32.46822604707568,0.0074394615263488,0.17066644282205085,-0.002001719520860799,1.0522995111777518,32.46822604707568,5774.036169223022,-14.915032252008913
408.2366182280232,0.0709720480032979,-0.15580477891961345,-0.00436677112960128,-0.002163236577805581,0.07593425477193054,0.17120794587860705,32.55928876505818,0.0074552230973792,0.17120794587860705,-0.0019859579498303992,1.143362229160245,32.55928876505818,5784.8352716857335,-14.823854159975077
409.4373686970664,0.0566307016328309,-0.16207963031561112,-0.004582444525062483,-0.0017447319687576943,0.07620649090970846,0.17168821430334663,32.65058223114335,0.007470984668409599,0.17168821430334666,-0.0019701963787999996,1.234655695245421,32.65058223114335,5805.574807706522,-14.732349180271108
410.6381191661095,0.04164440304289759,-0.16697106351966284,-0.004767906150907044,-0.0013012296059920047,0.07664669701535222,0.1720860027942034,32.74229872446611,0.00748674623944,0.17208600279420339,-0.001954434807769599,1.3263721885681825,32.74229872446611,5839.110658086138,-14.640315622879314
411.8388696351527,0.026116102267025394,-0.17040749979396008,-0.004917540010617228,-0.0008387185052660983,0.07723021532156683,0.17239711941807564,32.83464934592694,0.0075025078104704,0.17239711941807564,-0.0019386732367391987,1.4187228100290092,32.83464934592694,5883.564340941142,-14.547581405607637
413.0396201041958,0.010172146974946884,-0.17233886195336595,-0.0050236535283704415,-0.00036368358742346947,0.07786748064653821,0.17263880187681227,32.92776715900946,0.007518269381500801,0.1726388018768123,-0.0019229116657087982,1.5118406231115311,32.92776715900946,5932.112587584183,-14.454081991698104
414.24037057323886,-0.006035280314544751,-0.17273507475347025,-0.0050797827313254565,0.0001186262089225128,0.07845945427894797,0.1728404774888165,33.02164817374601,0.0075340309525311995,0.1728404774888165,-0.0019071500946783995,1.6057216378480828,33.021648173746016,5977.210415421869,-14.359871765171789
415.4411210422821,-0.022338462505535357,-0.17157965421626187,-0.005083172963342421,0.0006045870952890853,0.078957028499903,0.17302769907758467,33.116187612062085,0.0075497925235616,0.17302769907758467,-0.001891388523647999,1.7002610761641637,33.11618761206209,6015.116692533484,-14.265064076166276
416.6418715113252,-0.0385675872799367,-0.16886571734362005,-0.0050339794682622155,0.001090566195844884,0.07936109674396914,0.1732139985179342,33.21126355175704,0.0075655540945919995,0.17321399851793423,-0.0018756269526175994,1.79533701585911,33.21126355175704,6045.8994826916605,-14.16977120202717
